person_id,age,gender,income,member_days,offer_received,offer_viewed,offer_completed,viewed_received,completed_viewed,total_trans,total_amount,total_reward,total_profit,prop_reward,total_mean_amount,np_trans,np_amount,np_mean_amount,prop_np_trans,prop_np_amount
p_1004,,,,-196,4.0,3.0,2.0,0.75,1.0,3.0,158.38,15.0,143.38,0.09470892789493623,52.79333333333333,1,11.32,11.32,0.3333333333333333,0.07147367091804521
p_10040,68.0,F,117000.0,-649,2.0,1.0,1.0,0.5,1.0,4.0,113.18999999999998,3.0,110.18999999999998,0.0265041081367612,28.297499999999996,3,85.23,28.41,0.75,0.7529817121653858
p_10041,,,,-741,5.0,4.0,3.0,0.8,3.0,8.0,18.009999999999998,7.0,11.009999999999998,0.38867295946696284,2.2512499999999998,3,6.07,2.0233333333333334,0.375,0.33703498056635206
p_10042,56.0,M,67000.0,-85,5.0,4.0,0.0,0.8,0.0,6.0,12.89,0.0,12.89,0.0,2.1483333333333334,1,2.71,2.71,0.16666666666666666,0.21024049650892163
p_10043,,,,-421,4.0,1.0,1.0,0.25,0.0,8.0,30.319999999999997,0.0,30.319999999999997,0.0,3.7899999999999996,6,27.16,4.526666666666666,0.75,0.8957783641160951
p_10044,53.0,M,32000.0,-157,4.0,4.0,2.0,1.0,2.0,11.0,75.67,5.0,70.67,0.06607638430025109,6.879090909090909,8,46.67,5.83375,0.7272727272727273,0.6167569710585437
p_10045,,,,-514,2.0,2.0,0.0,1.0,0.0,7.0,15.59,0.0,15.59,0.0,2.2271428571428573,3,6.5600000000000005,2.186666666666667,0.42857142857142855,0.42078255291853756
p_10046,,,,-674,6.0,5.0,0.0,0.8333333333333334,0.0,15.0,27.720000000000002,0.0,27.720000000000002,0.0,1.848,0,0.0,0.0,0.0,0.0
p_10047,33.0,M,42000.0,-1031,5.0,4.0,1.0,0.8,1.0,19.0,69.28,5.0,64.28,0.07217090069284064,3.646315789473684,3,11.389999999999999,3.7966666666666664,0.15789473684210525,0.16440531177829099
p_10048,52.0,M,92000.0,-21,5.0,5.0,3.0,1.0,1.0,4.0,93.47,10.0,83.47,0.10698619878035734,23.3675,2,54.849999999999994,27.424999999999997,0.5,0.58681930031026
p_10049,57.0,M,73000.0,-800,6.0,2.0,5.0,0.3333333333333333,0.0,7.0,124.67999999999999,35.0,89.67999999999999,0.28071863971767724,17.81142857142857,6,102.61999999999999,17.10333333333333,0.8571428571428571,0.8230670516522297
p_1005,42.0,F,56000.0,-905,5.0,5.0,5.0,1.0,4.0,7.0,92.7,22.0,70.7,0.2373247033441208,13.242857142857144,1,18.03,18.03,0.14285714285714285,0.19449838187702265
p_10050,58.0,M,75000.0,-287,5.0,3.0,1.0,0.6,1.0,8.0,38.88999999999999,2.0,36.88999999999999,0.051427102082797646,4.861249999999999,5,23.569999999999997,4.7139999999999995,0.625,0.6060683980457702
p_10051,,,,-948,3.0,1.0,0.0,0.3333333333333333,0.0,3.0,10.22,0.0,10.22,0.0,3.4066666666666667,3,10.22,3.4066666666666667,1.0,1.0
p_10052,60.0,M,51000.0,-389,5.0,5.0,3.0,1.0,3.0,13.0,147.72000000000003,17.0,130.72000000000003,0.1150825886812889,11.363076923076925,6,60.389999999999986,10.064999999999998,0.46153846153846156,0.4088139723801785
p_10053,60.0,M,32000.0,-176,4.0,3.0,1.0,0.75,1.0,4.0,24.59,5.0,19.59,0.203334688897926,6.1475,3,18.18,6.06,0.75,0.7393249288328588
p_10054,38.0,M,48000.0,-75,3.0,1.0,0.0,0.3333333333333333,0.0,5.0,15.719999999999999,0.0,15.719999999999999,0.0,3.1439999999999997,5,15.719999999999999,3.1439999999999997,1.0,1.0
p_10055,52.0,M,79000.0,-987,3.0,3.0,3.0,1.0,3.0,10.0,187.64,18.0,169.64,0.09592837348113409,18.764,7,138.13,19.732857142857142,0.7,0.7361436793860584
p_10056,69.0,M,61000.0,-745,6.0,6.0,3.0,1.0,3.0,9.0,113.99999999999999,14.0,99.99999999999999,0.12280701754385967,12.666666666666664,5,57.150000000000006,11.430000000000001,0.5555555555555556,0.5013157894736843
p_10057,19.0,M,54000.0,-206,4.0,4.0,2.0,1.0,1.0,18.0,52.71000000000001,5.0,47.71000000000001,0.09485866059571238,2.9283333333333337,0,0.0,0.0,0.0,0.0
p_10058,71.0,F,64000.0,-776,3.0,3.0,1.0,1.0,1.0,10.0,135.81,5.0,130.81,0.036816140195861866,13.581,6,87.81,14.635,0.6,0.6465650541197261
p_10059,88.0,F,61000.0,-148,4.0,4.0,1.0,1.0,1.0,8.0,128.20000000000002,2.0,126.20000000000002,0.015600624024960996,16.025000000000002,5,73.14,14.628,0.625,0.5705148205928237
p_1006,53.0,M,78000.0,-1047,5.0,2.0,2.0,0.4,2.0,3.0,68.49000000000001,15.0,53.49000000000001,0.2190100744634253,22.830000000000002,1,19.55,19.55,0.3333333333333333,0.28544313038399766
p_10060,52.0,F,78000.0,-985,5.0,2.0,1.0,0.4,0.0,5.0,116.77000000000001,5.0,111.77000000000001,0.0428192172647084,23.354000000000003,5,116.77000000000001,23.354000000000003,1.0,1.0
p_10061,,,,-939,3.0,2.0,1.0,0.6666666666666666,1.0,8.0,17.2,2.0,15.2,0.11627906976744186,2.15,2,3.92,1.96,0.25,0.22790697674418606
p_10062,49.0,F,91000.0,-69,4.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
p_10063,61.0,M,94000.0,-942,3.0,3.0,3.0,1.0,1.0,8.0,199.12,7.0,192.12,0.03515468059461631,24.89,3,61.31999999999999,20.439999999999998,0.375,0.30795500200883885
p_10064,25.0,F,60000.0,-627,5.0,3.0,3.0,0.6,2.0,10.0,129.07000000000002,12.0,117.07000000000002,0.09297280545440458,12.907000000000002,8,103.56,12.945,0.8,0.8023553110715115
p_10065,,,,-933,4.0,4.0,2.0,1.0,2.0,12.0,32.879999999999995,5.0,27.879999999999995,0.15206812652068127,2.7399999999999998,3,6.46,2.1533333333333333,0.25,0.19647201946472023
p_10066,28.0,F,72000.0,-150,4.0,3.0,1.0,0.75,1.0,7.0,22.61,5.0,17.61,0.22114108801415303,3.23,2,6.2,3.1,0.2857142857142857,0.2742149491375498
p_10067,57.0,F,93000.0,-746,5.0,2.0,3.0,0.4,1.0,6.0,138.08,9.0,129.08,0.06517960602549246,23.013333333333335,5,113.61000000000001,22.722,0.8333333333333334,0.8227838933951332
p_10068,69.0,M,44000.0,-1445,4.0,3.0,2.0,0.75,2.0,14.0,42.609999999999985,7.0,35.609999999999985,0.1642806852851444,3.0435714285714277,7,23.25,3.3214285714285716,0.5,0.5456465618399439
p_10069,42.0,M,62000.0,-112,5.0,4.0,1.0,0.8,1.0,8.0,27.229999999999997,3.0,24.229999999999997,0.11017260374586854,3.4037499999999996,1,3.88,3.88,0.125,0.14248990084465665
p_1007,70.0,F,101000.0,-687,6.0,2.0,4.0,0.3333333333333333,2.0,10.0,232.09000000000003,25.0,207.09000000000003,0.10771683398681545,23.209000000000003,8,190.57,23.82125,0.8,0.8211038821146968
p_10070,73.0,F,62000.0,-697,6.0,6.0,5.0,1.0,4.0,19.0,293.86999999999995,22.0,271.86999999999995,0.07486303467519653,15.466842105263154,7,114.14000000000001,16.305714285714288,0.3684210526315789,0.3884030353557697
p_10071,53.0,F,42000.0,-513,5.0,4.0,3.0,0.8,2.0,25.0,72.58999999999999,9.0,63.58999999999999,0.1239840198374432,2.9035999999999995,6,14.479999999999999,2.413333333333333,0.24,0.1994765119162419
p_10072,76.0,M,51000.0,-33,5.0,4.0,0.0,0.8,0.0,7.0,16.72,0.0,16.72,0.0,2.3885714285714283,4,11.05,2.7625,0.5714285714285714,0.660885167464115
p_10073,72.0,F,75000.0,-1050,6.0,3.0,6.0,0.5,3.0,12.0,242.30999999999997,28.0,214.30999999999997,0.11555445503693616,20.1925,9,184.0,20.444444444444443,0.75,0.7593578473855805
p_10074,72.0,M,46000.0,-506,4.0,4.0,3.0,1.0,1.0,17.0,189.19999999999996,18.0,171.19999999999996,0.09513742071881609,11.12941176470588,8,87.69,10.96125,0.47058823529411764,0.463477801268499
p_10075,43.0,M,37000.0,-355,4.0,2.0,0.0,0.5,0.0,14.0,36.28,0.0,36.28,0.0,2.5914285714285716,10,32.050000000000004,3.2050000000000005,0.7142857142857143,0.883406835722161
p_10076,,,,-883,4.0,3.0,0.0,0.75,0.0,6.0,20.94,0.0,20.94,0.0,3.49,0,0.0,0.0,0.0,0.0
p_10077,28.0,M,58000.0,-77,5.0,3.0,3.0,0.6,2.0,9.0,54.54,14.0,40.54,0.2566923359002567,6.06,4,21.439999999999998,5.359999999999999,0.4444444444444444,0.39310597726439306
p_10078,89.0,M,67000.0,-974,5.0,5.0,2.0,1.0,2.0,4.0,51.349999999999994,5.0,46.349999999999994,0.09737098344693282,12.837499999999999,1,14.94,14.94,0.25,0.29094449853943527
p_10079,38.0,M,70000.0,-193,5.0,5.0,0.0,1.0,0.0,4.0,14.3,0.0,14.3,0.0,3.575,0,0.0,0.0,0.0,0.0
p_1008,57.0,F,111000.0,-992,5.0,3.0,2.0,0.6,0.0,2.0,41.4,15.0,26.4,0.36231884057971014,20.7,2,41.4,20.7,1.0,1.0
p_10080,,,,-53,4.0,2.0,0.0,0.5,0.0,1.0,2.04,0.0,2.04,0.0,2.04,0,0.0,0.0,0.0,0.0
p_10081,59.0,F,93000.0,-269,6.0,4.0,3.0,0.6666666666666666,3.0,4.0,103.17,23.0,80.17,0.22293302316564892,25.7925,2,46.54,23.27,0.5,0.45110012600562177
p_10082,94.0,F,49000.0,-168,4.0,2.0,0.0,0.5,0.0,8.0,23.180000000000007,0.0,23.180000000000007,0.0,2.897500000000001,4,14.1,3.525,0.5,0.6082830025884381
p_10083,49.0,F,60000.0,-494,5.0,4.0,4.0,0.8,3.0,13.0,168.12,22.0,146.12,0.13085891030216512,12.932307692307692,8,98.81,12.35125,0.6153846153846154,0.5877349512253153
p_10084,64.0,M,75000.0,-1034,6.0,3.0,4.0,0.5,2.0,7.0,140.12,18.0,122.12,0.1284613188695404,20.017142857142858,5,108.96000000000001,21.792,0.7142857142857143,0.7776191835569513
p_10085,67.0,M,88000.0,-275,5.0,5.0,5.0,1.0,4.0,15.0,388.15999999999997,22.0,366.15999999999997,0.05667765869744436,25.877333333333333,7,184.61,26.372857142857146,0.4666666666666667,0.4756028441879638
p_10086,,,,-1067,4.0,3.0,1.0,0.75,1.0,7.0,28.290000000000006,2.0,26.290000000000006,0.0706963591375044,4.041428571428573,2,8.91,4.455,0.2857142857142857,0.3149522799575821
p_10087,53.0,F,62000.0,-231,5.0,2.0,2.0,0.4,2.0,6.0,89.62,12.0,77.62,0.1338986833296139,14.936666666666667,4,50.190000000000005,12.547500000000001,0.6666666666666666,0.5600312430261103
p_10088,63.0,M,50000.0,-207,6.0,1.0,2.0,0.16666666666666666,1.0,3.0,19.32,8.0,11.32,0.41407867494824013,6.44,2,8.1,4.05,0.6666666666666666,0.4192546583850931
p_10089,53.0,M,79000.0,-975,3.0,0.0,0.0,0.0,0.0,5.0,100.45000000000002,0.0,100.45000000000002,0.0,20.090000000000003,5,100.45000000000002,20.090000000000003,1.0,1.0
p_1009,41.0,M,49000.0,-917,4.0,4.0,2.0,1.0,2.0,20.0,62.68000000000001,4.0,58.68000000000001,0.06381620931716656,3.1340000000000003,7,19.93,2.847142857142857,0.35,0.31796426292278235
p_10090,,,,-966,5.0,5.0,0.0,1.0,0.0,9.0,18.99,0.0,18.99,0.0,2.11,2,6.040000000000001,3.0200000000000005,0.2222222222222222,0.31806213796735133
p_10091,41.0,F,93000.0,-13,3.0,3.0,3.0,1.0,2.0,3.0,71.03,20.0,51.03,0.2815711671124877,23.676666666666666,2,39.69,19.845,0.6666666666666666,0.5587779811347318
p_10092,,,,-296,5.0,4.0,1.0,0.8,1.0,2.0,7.72,5.0,2.7199999999999998,0.6476683937823834,3.86,0,0.0,0.0,0.0,0.0
p_10093,61.0,F,60000.0,-323,5.0,4.0,1.0,0.8,1.0,7.0,21.63,3.0,18.63,0.13869625520110956,3.09,2,9.33,4.665,0.2857142857142857,0.4313453536754508
p_10094,80.0,F,97000.0,-649,3.0,2.0,3.0,0.6666666666666666,1.0,7.0,185.73,7.0,178.73,0.03768911861304044,26.532857142857143,6,156.45,26.075,0.8571428571428571,0.8423518010014537
p_10095,27.0,M,62000.0,-1305,5.0,4.0,4.0,0.8,3.0,17.0,71.91000000000001,11.0,60.91000000000001,0.15296898901404532,4.23,6,31.05,5.175,0.35294117647058826,0.4317897371714643
p_10096,71.0,F,65000.0,-925,3.0,3.0,3.0,1.0,3.0,7.0,120.25,25.0,95.25,0.2079002079002079,17.178571428571427,4,77.52,19.38,0.5714285714285714,0.6446569646569646
p_10097,57.0,F,97000.0,-217,5.0,4.0,2.0,0.8,1.0,4.0,132.64999999999998,8.0,124.64999999999998,0.060309084055785916,33.162499999999994,1,38.73,38.73,0.25,0.2919713531850735
p_10098,54.0,F,86000.0,-332,4.0,3.0,3.0,0.75,3.0,5.0,873.89,22.0,851.89,0.025174793166187964,174.778,2,43.26,21.63,0.4,0.049502797834967784
p_10099,39.0,F,94000.0,-295,4.0,4.0,1.0,1.0,0.0,2.0,56.95,5.0,51.95,0.08779631255487269,28.475,2,56.95,28.475,1.0,1.0
p_101,60.0,M,64000.0,-535,3.0,2.0,1.0,0.6666666666666666,1.0,12.0,44.13999999999999,5.0,39.13999999999999,0.1132759401903036,3.678333333333333,7,24.17,3.4528571428571433,0.5833333333333334,0.5475758948799276
p_1010,62.0,F,67000.0,-632,5.0,3.0,5.0,0.6,2.0,13.0,236.85999999999999,16.0,220.85999999999999,0.06755045174364604,18.22,9,156.94,17.43777777777778,0.6923076923076923,0.6625854935404881
p_10100,95.0,F,93000.0,-820,3.0,2.0,2.0,0.6666666666666666,1.0,7.0,164.17,8.0,156.17,0.0487299750258878,23.45285714285714,3,64.47,21.49,0.42857142857142855,0.3927026862398733
p_10101,66.0,M,33000.0,-1222,4.0,3.0,2.0,0.75,1.0,13.0,35.54,8.0,27.54,0.22509848058525606,2.733846153846154,6,13.56,2.2600000000000002,0.46153846153846156,0.38154192459200903
p_10102,,,,-61,3.0,2.0,0.0,0.6666666666666666,0.0,3.0,6.000000000000001,0.0,6.000000000000001,0.0,2.0000000000000004,2,2.6100000000000003,1.3050000000000002,0.6666666666666666,0.435
p_10103,71.0,M,78000.0,-129,6.0,6.0,2.0,1.0,2.0,1.0,24.85,4.0,20.85,0.16096579476861167,24.85,0,0.0,0.0,0.0,0.0
p_10104,79.0,M,31000.0,-298,5.0,3.0,3.0,0.6,0.0,10.0,57.04,9.0,48.04,0.15778401122019636,5.704,5,23.810000000000002,4.7620000000000005,0.5,0.41742636746143064
p_10105,,,,-1050,4.0,4.0,0.0,1.0,0.0,4.0,4.26,0.0,4.26,0.0,1.065,2,3.0700000000000003,1.5350000000000001,0.5,0.7206572769953052
p_10106,,,,-980,6.0,5.0,3.0,0.8333333333333334,3.0,11.0,40.42,13.0,27.42,0.32162295893122217,3.674545454545455,5,19.95,3.9899999999999998,0.45454545454545453,0.4935675408213755
p_10107,62.0,F,51000.0,-144,6.0,6.0,0.0,1.0,0.0,2.0,15.57,0.0,15.57,0.0,7.785,1,8.9,8.9,0.5,0.5716120745022479
p_10108,64.0,M,84000.0,-872,4.0,2.0,3.0,0.5,2.0,7.0,167.73,7.0,160.73,0.041733738746795444,23.96142857142857,5,120.88,24.176,0.7142857142857143,0.7206820485303762
p_10109,57.0,F,102000.0,-361,4.0,2.0,4.0,0.5,1.0,9.0,241.26,14.0,227.26,0.058028682748901605,26.806666666666665,5,153.43,30.686,0.5555555555555556,0.6359529138688552
p_1011,63.0,M,90000.0,-101,3.0,3.0,0.0,1.0,0.0,3.0,75.27000000000001,0.0,75.27000000000001,0.0,25.090000000000003,2,42.07,21.035,0.6666666666666666,0.558921216952305
p_10110,48.0,F,91000.0,-851,4.0,1.0,2.0,0.25,1.0,7.0,1118.73,7.0,1111.73,0.006257095098906796,159.81857142857143,5,1076.54,215.308,0.7142857142857143,0.9622875939681603
p_10111,19.0,F,31000.0,-117,5.0,5.0,0.0,1.0,0.0,7.0,24.570000000000004,0.0,24.570000000000004,0.0,3.5100000000000007,5,21.26,4.252000000000001,0.7142857142857143,0.8652828652828652
p_10112,26.0,M,53000.0,-1376,5.0,5.0,3.0,1.0,3.0,16.0,42.25999999999999,18.0,24.25999999999999,0.4259346900141979,2.6412499999999994,7,16.3,2.3285714285714287,0.4375,0.38570752484619036
p_10113,65.0,F,44000.0,-749,4.0,3.0,2.0,0.75,1.0,13.0,143.38999999999996,7.0,136.38999999999996,0.048817909198688905,11.029999999999998,7,67.03,9.575714285714286,0.5384615384615384,0.46746635051258817
p_10114,61.0,M,52000.0,-357,3.0,3.0,0.0,1.0,0.0,9.0,22.889999999999997,0.0,22.889999999999997,0.0,2.543333333333333,1,1.21,1.21,0.1111111111111111,0.05286151157710791
p_10115,80.0,M,34000.0,-1707,5.0,3.0,1.0,0.6,1.0,15.0,33.559999999999995,5.0,28.559999999999995,0.1489868891537545,2.237333333333333,9,18.17,2.018888888888889,0.6,0.5414183551847439
p_10116,81.0,F,110000.0,-202,6.0,4.0,4.0,0.6666666666666666,3.0,5.0,140.76,23.0,117.75999999999999,0.16339869281045752,28.151999999999997,2,46.75,23.375,0.4,0.33212560386473433
p_10117,98.0,M,64000.0,-434,2.0,1.0,0.0,0.5,0.0,10.0,28.13,0.0,28.13,0.0,2.8129999999999997,7,21.68,3.097142857142857,0.7,0.7707074297902595
p_10118,62.0,F,88000.0,-97,5.0,5.0,5.0,1.0,4.0,4.0,88.76,23.0,65.76,0.25912573231185215,22.19,1,23.85,23.85,0.25,0.26870211807120326
p_10119,66.0,M,83000.0,-49,2.0,0.0,1.0,0.0,0.0,3.0,59.59,2.0,57.59,0.033562678301728474,19.863333333333333,3,59.59,19.863333333333333,1.0,1.0
p_1012,53.0,M,40000.0,-459,6.0,6.0,5.0,1.0,4.0,17.0,162.60999999999996,27.0,135.60999999999996,0.16604144886538347,9.565294117647056,10,84.3,8.43,0.5882352941176471,0.518418301457475
p_10120,,,,-155,5.0,4.0,0.0,0.8,0.0,4.0,15.819999999999999,0.0,15.819999999999999,0.0,3.9549999999999996,3,15.77,5.256666666666667,0.75,0.9968394437420987
